"Player_Id","Player_Id_Str","Player","Position","Short_Name","Salary","Season","Team_Id","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team","Team"
"3062679","josh-hart",NA,"G","LAL",NA,2019,"los-angeles-lakers",6.41666666666667,6,5,215,1995-03-06,2017,1,30,"UTAH","Lakers"
"3062744","david-nwaba",NA,"G","CLE",NA,2019,"cleveland-cavaliers",6.41666666666667,6,5,219,1993-01-14,NA,NA,NA,NA,"Cavaliers"
"3064230","cameron-payne",NA,"G","CLE",NA,2019,"cleveland-cavaliers",6.08333333333333,6,1,190,1994-08-08,2015,1,14,"OKC","Cavaliers"
"3064290","aaron-gordon",NA,"F","ORL",NA,2019,"orlando-magic",6.66666666666667,6,8,235,1995-09-16,2014,1,4,"ORL","Magic"
"3064291","rondae-hollis-jefferson",NA,"F","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,2015,1,23,"POR","Nets"
"3064320","george-king",NA,"F","PHX",NA,2019,"phoenix-suns",NA,NA,NA,NA,NA,2018,2,59,"PHX","Suns"
"3064427","jordan-bell",NA,"C","GS",NA,2019,"golden-state-warriors",NA,NA,NA,NA,NA,2017,2,38,"CHI","Warriors"
"3064440","zach-lavine",NA,"G","CHI",NA,2019,"chicago-bulls",6.41666666666667,6,5,202,1995-03-10,2014,1,13,"MIN","Bulls"
"3064447","delon-wright",NA,"G","MEM",NA,2019,"memphis-grizzlies",6.41666666666667,6,5,185,1992-04-26,2015,1,20,"TOR","Grizzlies"
"3064482","bobby-portis",NA,"C","WSH",NA,2019,"washington-wizards",6.83333333333333,6,10,258,1995-02-10,2015,1,22,"CHI","Wizards"
"3064511","andrew-harrison",NA,"G","NO",NA,2019,"new-orleans-pelicans",NA,NA,NA,NA,NA,2015,2,44,"PHX","Pelicans"
"3064514","julius-randle",NA,"F","NO",NA,2019,"new-orleans-pelicans",6.66666666666667,6,8,254,1994-11-29,2014,1,7,"LAL","Pelicans"
"3064517","jarell-martin",NA,"F","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,2015,1,25,"MEM","Magic"
"3064528","johnathan-williams",NA,"F","LAL",NA,2019,"los-angeles-lakers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lakers"
"3064539","sindarius-thornwell",NA,"G","LAC",NA,2019,"la-clippers",6.33333333333333,6,4,215,1994-11-15,2017,2,48,"MIL","Clippers"
"3064559","damian-jones",NA,"C","GS",NA,2019,"golden-state-warriors",6.91666666666667,6,11,245,1995-06-30,2016,1,30,"GS","Warriors"
"3064560","luke-kornet",NA,"C","NY",NA,2019,"new-york-knicks",7.16666666666667,7,2,250,1995-07-15,NA,NA,NA,NA,"Knicks"
"3074743","troy-caupain",NA,"G","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magic"
"3074752","terry-rozier",NA,"G","BOS",NA,2019,"boston-celtics",6.08333333333333,6,1,190,1994-03-17,2015,1,16,"BOS","Celtics"
"3074765","isaiah-hicks",NA,"F","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knicks"
"3074797","wes-iwundu",NA,"F","ORL",NA,2019,"orlando-magic",6.5,6,6,195,1994-12-20,2017,2,33,"ORL","Magic"
"3078284","noah-vonleh",NA,"F","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,2014,1,9,"CHA","Knicks"
"3078286","troy-williams",NA,"F","SAC",NA,2019,"sacramento-kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kings"
"3078576","derrick-white",NA,"G","SA",NA,2019,"san-antonio-spurs",6.33333333333333,6,4,195,1994-07-02,2017,1,29,"SA","Spurs"
"3102528","dante-exum",NA,"G","UTAH",NA,2019,"utah-jazz",6.41666666666667,6,5,214,1995-07-13,2014,1,5,"UTAH","Jazz"
"3102529","clint-capela",NA,"C","HOU",NA,2019,"houston-rockets",6.83333333333333,6,10,240,1994-05-18,2014,1,25,"HOU","Rockets"
"3102530","jusuf-nurkic",NA,"C","POR",NA,2019,"portland-trail-blazers",6.91666666666667,6,11,290,1994-08-23,2014,1,16,"CHI","Trail Blazers"
"3112335","nikola-jokic",NA,"C","DEN",NA,2019,"denver-nuggets",6.91666666666667,6,11,284,1995-02-19,2014,2,41,"DEN","Nuggets"
"3113297","bruno-caboclo",NA,"F","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2014,1,20,"TOR","Grizzlies"
"3113587","cristiano-felicio",NA,"F","CHI",NA,2019,"chicago-bulls",6.91666666666667,6,11,289,1992-07-07,NA,NA,NA,NA,"Bulls"
"3129674","donte-grantham",NA,"F","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunder"
"3132042","gary-clark",NA,"F","HOU",NA,2019,"houston-rockets",6.5,6,6,225,1994-11-16,NA,NA,NA,NA,"Rockets"
"3133601","devonte-graham",NA,"G","CHA",NA,2019,"charlotte-hornets",6.08333333333333,6,1,185,1995-02-22,2018,2,34,"ATL","Hornets"
"3133602","svi-mykhailiuk",NA,"G","DET",NA,2019,"detroit-pistons",6.58333333333333,6,7,205,1997-06-10,2018,2,47,"LAL","Pistons"
"3133603","kelly-oubre-jr",NA,"G","PHX",NA,2019,"phoenix-suns",6.58333333333333,6,7,192,1995-12-09,2015,1,15,"ATL","Suns"
"3133626","kenrich-williams",NA,"G","NO",NA,2019,"new-orleans-pelicans",6.5,6,6,210,1994-12-02,NA,NA,NA,NA,"Pelicans"
"3133628","myles-turner",NA,"C","IND",NA,2019,"indiana-pacers",6.91666666666667,6,11,250,1996-03-24,2015,1,11,"IND","Pacers"
"3133629","keenan-evans",NA,"G","DET",NA,2019,"detroit-pistons",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistons"
"3133635","jevon-carter",NA,"G","MEM",NA,2019,"memphis-grizzlies",6.08333333333333,6,1,200,1995-09-14,2018,2,32,"MEM","Grizzlies"
"3133838","yuta-watanabe",NA,"F","MEM",NA,2019,"memphis-grizzlies",6.75,6,9,205,1994-10-13,NA,NA,NA,NA,"Grizzlies"
"3133843","jared-terrell",NA,"G","MIN",NA,2019,"minnesota-timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timberwolves"
"3133874","jaylen-adams",NA,"G","ATL",NA,2019,"atlanta-hawks",6,6,0,191,1996-05-04,NA,NA,NA,NA,"Hawks"
"3134880","kadeem-allen",NA,"G","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,2017,2,53,"BOS","Knicks"
"3134881","stanley-johnson",NA,"F","NO",NA,2019,"new-orleans-pelicans",6.5,6,6,245,1996-05-29,2015,1,8,"DET","Pelicans"
"3134903","gary-payton-ii",NA,"G","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wizards"
"3134907","kyle-kuzma",NA,"F","LAL",NA,2019,"los-angeles-lakers",6.83333333333333,6,10,220,1995-07-24,2017,1,27,"BKN","Lakers"
"3134908","jakob-poeltl",NA,"C","SA",NA,2019,"san-antonio-spurs",7.08333333333333,7,1,240,1995-10-15,2016,1,9,"TOR","Spurs"
"3135045","grayson-allen",NA,"G","UTAH",NA,2019,"utah-jazz",6.33333333333333,6,4,198,1995-10-08,2018,1,21,"UTAH","Jazz"
"3135046","tyus-jones",NA,"G","MIN",NA,2019,"minnesota-timberwolves",6,6,0,196,1996-05-10,2015,1,24,"CLE","Timberwolves"
"3135047","justise-winslow",NA,"F","MIA",NA,2019,"miami-heat",6.5,6,6,225,1996-03-26,2015,1,10,"MIA","Heat"
"3135048","jahlil-okafor",NA,"C","NO",NA,2019,"new-orleans-pelicans",6.83333333333333,6,10,275,1995-12-15,2015,1,3,"PHI","Pelicans"
"3136183","yante-maten",NA,"F","MIA",NA,2019,"miami-heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heat"
"3136193","devin-booker",NA,"G","PHX",NA,2019,"phoenix-suns",6.41666666666667,6,5,206,1996-10-30,2015,1,13,"PHX","Suns"
"3136194","tyler-ulis",NA,"G","CHI",NA,2019,"chicago-bulls",NA,NA,NA,NA,NA,2016,2,34,"PHX","Bulls"
"3136195","karl-anthony-towns",NA,"C","MIN",NA,2019,"minnesota-timberwolves",6.91666666666667,6,11,248,1995-11-15,2015,1,1,"MIN","Timberwolves"
"3136196","trey-lyles",NA,"F","DEN",NA,2019,"denver-nuggets",6.75,6,9,235,1995-11-05,2015,1,12,"UTAH","Nuggets"
"3136479","angel-delgado",NA,"C","LAC",NA,2019,"la-clippers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clippers"
"3136481","trevon-bluiett",NA,"G","NO",NA,2019,"new-orleans-pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pelicans"
"3136483","jp-macura",NA,"G","CHA",NA,2019,"charlotte-hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hornets"
"3136485","edmond-sumner",NA,"G","IND",NA,2019,"indiana-pacers",6.33333333333333,6,4,196,1995-12-31,2017,2,52,"NO","Pacers"
"3136491","dj-wilson",NA,"F","MIL",NA,2019,"milwaukee-bucks",6.83333333333333,6,10,224,1996-02-19,2017,1,17,"MIL","Bucks"
"3136696","wade-baldwin-iv",NA,"G","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,2016,1,17,"MEM","Cavaliers"
"3136776","dangelo-russell",NA,"G","BKN",NA,2019,"brooklyn-nets",6.33333333333333,6,4,193,1996-02-23,2015,1,2,"LAL","Nets"
"3136779","keita-bates-diop",NA,"F","MIN",NA,2019,"minnesota-timberwolves",6.66666666666667,6,8,230,1996-01-23,2018,2,48,"MIN","Timberwolves"
"3136989","vincent-edwards",NA,"F","HOU",NA,2019,"houston-rockets",NA,NA,NA,NA,NA,2018,2,52,"UTAH","Rockets"
"3137730","patrick-mccaw",NA,"F","TOR",NA,2019,"toronto-raptors",6.58333333333333,6,7,185,1995-10-25,2016,2,38,"MIL","Raptors"
"3137795","chris-chiozza",NA,"G","HOU",NA,2019,"houston-rockets",5.91666666666667,5,11,176,1995-11-21,NA,NA,NA,NA,"Rockets"
"3137798","devin-robinson",NA,"F","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wizards"
"3138154","theo-pinson",NA,"G","BKN",NA,2019,"brooklyn-nets",6.41666666666667,6,5,210,1995-11-05,NA,NA,NA,NA,"Nets"
"3138156","justin-jackson",NA,"F","DAL",NA,2019,"dallas-mavericks",6.66666666666667,6,8,220,1995-03-28,2017,1,15,"POR","Mavericks"
"3138192","bonzie-colson",NA,"F","MIL",NA,2019,"milwaukee-bucks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bucks"
"3138256","devaughn-akoon-purcell",NA,"G","DEN",NA,2019,"denver-nuggets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nuggets"
"3147351","daniel-hamilton",NA,"F","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,2016,2,56,"DEN","Hawks"
"3147657","mikal-bridges",NA,"F","PHX",NA,2019,"phoenix-suns",6.5,6,6,209,1996-08-30,2018,1,10,"PHI","Suns"
"3149010","chandler-hutchison",NA,"F","CHI",NA,2019,"chicago-bulls",6.5,6,6,208,1996-04-26,2018,1,22,"CHI","Bulls"
"3149673","pascal-siakam",NA,"F","TOR",NA,2019,"toronto-raptors",6.75,6,9,230,1994-04-02,2016,1,27,"TOR","Raptors"
"3150844","moritz-wagner",NA,"C","LAL",NA,2019,"los-angeles-lakers",6.91666666666667,6,11,245,1997-04-26,2018,1,25,"LAL","Lakers"
"3155526","dillon-brooks",NA,"G","MEM",NA,2019,"memphis-grizzlies",6.58333333333333,6,7,220,1996-01-22,2017,2,45,"HOU","Grizzlies"
"3155533","jonah-bolden",NA,"F","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,2017,2,36,"PHI","76ers"
"3155535","kevon-looney",NA,"C","GS",NA,2019,"golden-state-warriors",6.75,6,9,250,1996-02-06,2015,1,30,"GS","Warriors"
"3155536","thomas-welsh",NA,"C","DEN",NA,2019,"denver-nuggets",NA,NA,NA,NA,NA,2018,2,58,"DEN","Nuggets"
"3155942","domantas-sabonis",NA,"F","IND",NA,2019,"indiana-pacers",6.91666666666667,6,11,240,1996-05-03,2016,1,11,"ORL","Pacers"
"3157465","duncan-robinson",NA,"G","MIA",NA,2019,"miami-heat",6.58333333333333,6,7,215,1994-04-22,NA,NA,NA,NA,"Heat"
"3190","marco-belinelli",NA,"G","SA",NA,2019,"san-antonio-spurs",NA,NA,NA,NA,NA,2007,1,18,"GS","Spurs"
"3191","corey-brewer",NA,"F","SAC",NA,2019,"sacramento-kings",NA,NA,NA,NA,NA,2007,1,7,"MIN","Kings"
"3194","wilson-chandler",NA,"F","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,2007,1,23,"NY","76ers"
"3195","mike-conley",NA,"G","MEM",NA,2019,"memphis-grizzlies",6.08333333333333,6,1,175,1987-10-11,2007,1,4,"MEM","Grizzlies"
"3201","jared-dudley",NA,"F","BKN",NA,2019,"brooklyn-nets",6.5,6,6,237,1985-07-10,2007,1,22,"CHA","Nets"
"3202","kevin-durant",NA,"F","GS",NA,2019,"golden-state-warriors",6.83333333333333,6,10,225,1988-09-29,2007,1,2,"SEA","Warriors"
"3206","marc-gasol",NA,"C","TOR",NA,2019,"toronto-raptors",6.91666666666667,6,11,255,1985-01-29,2007,2,48,"LAL","Raptors"
"3209","jeff-green",NA,"F","WSH",NA,2019,"washington-wizards",6.66666666666667,6,8,240,1986-08-28,2007,1,5,"BOS","Wizards"
"3213","al-horford",NA,"C","BOS",NA,2019,"boston-celtics",6.75,6,9,240,1986-06-03,2007,1,3,"ATL","Celtics"
"3224","joakim-noah",NA,"C","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2007,1,9,"CHI","Grizzlies"
"3232","jason-smith",NA,"F","NO",NA,2019,"new-orleans-pelicans",NA,NA,NA,NA,NA,2007,1,20,"MIA","Pelicans"
"3243","nick-young",NA,"G","DEN",NA,2019,"denver-nuggets",NA,NA,NA,NA,NA,2007,1,16,"WSH","Nuggets"
"3244","thaddeus-young",NA,"F","IND",NA,2019,"indiana-pacers",6.66666666666667,6,8,232,1988-06-21,2007,1,12,"PHI","Pacers"
"3276","anthony-tolliver",NA,"F","MIN",NA,2019,"minnesota-timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timberwolves"
"3412","ryan-anderson",NA,"F","MIA",NA,2019,"miami-heat",NA,NA,NA,NA,NA,2008,1,21,"NJ","Heat"
"3415","dj-augustin",NA,"G","ORL",NA,2019,"orlando-magic",5.91666666666667,5,11,183,1987-11-10,2008,1,9,"CHA","Magic"
"3416","nicolas-batum",NA,"F","CHA",NA,2019,"charlotte-hornets",6.66666666666667,6,8,230,1988-12-14,2008,1,25,"HOU","Hornets"
"3417","jerryd-bayless",NA,"G","MIN",NA,2019,"minnesota-timberwolves",NA,NA,NA,NA,NA,2008,1,11,"IND","Timberwolves"
"3418","michael-beasley",NA,"F","LAL",NA,2019,"los-angeles-lakers",NA,NA,NA,NA,NA,2008,1,2,"MIA","Lakers"
"3423","goran-dragic",NA,"G","MIA",NA,2019,"miami-heat",6.25,6,3,190,1986-05-06,2008,2,45,"SA","Heat"
"3428","danilo-gallinari",NA,"F","LAC",NA,2019,"la-clippers",6.83333333333333,6,10,233,1988-08-08,2008,1,6,"NY","Clippers"
"3431","eric-gordon",NA,"G","HOU",NA,2019,"houston-rockets",6.25,6,3,215,1988-12-25,2008,1,7,"LAC","Rockets"
"3438","george-hill",NA,"G","MIL",NA,2019,"milwaukee-bucks",6.33333333333333,6,4,187,1986-05-04,2008,1,26,"SA","Bucks"
"3439","serge-ibaka",NA,"C","TOR",NA,2019,"toronto-raptors",6.83333333333333,6,10,235,1989-09-18,2008,1,24,"SEA","Raptors"
"3442","deandre-jordan",NA,"C","NY",NA,2019,"new-york-knicks",6.91666666666667,6,11,265,1988-07-21,2008,2,35,"LAC","Knicks"
"3444","kosta-koufos",NA,"C","SAC",NA,2019,"sacramento-kings",NA,NA,NA,NA,NA,2008,1,23,"UTAH","Kings"
"3445","courtney-lee",NA,"G","DAL",NA,2019,"dallas-mavericks",NA,NA,NA,NA,NA,2008,1,22,"ORL","Mavericks"
"3447","robin-lopez",NA,"C","CHI",NA,2019,"chicago-bulls",7,7,0,281,1988-04-01,2008,1,15,"PHX","Bulls"
"3448","brook-lopez",NA,"C","MIL",NA,2019,"milwaukee-bucks",7,7,0,282,1988-04-01,2008,1,10,"NJ","Bucks"
"3449","kevin-love",NA,"F","CLE",NA,2019,"cleveland-cavaliers",6.66666666666667,6,8,247,1988-09-07,2008,1,5,"MEM","Cavaliers"
"3451","luc-mbah-a-moute",NA,"F","LAC",NA,2019,"la-clippers",NA,NA,NA,NA,NA,2008,2,37,"MIL","Clippers"
"3452","javale-mcgee",NA,"C","LAL",NA,2019,"los-angeles-lakers",7,7,0,270,1988-01-19,2008,1,18,"WSH","Lakers"
"3456","derrick-rose",NA,"G","MIN",NA,2019,"minnesota-timberwolves",6.16666666666667,6,2,200,1988-10-04,2008,1,1,"CHI","Timberwolves"
"3468","russell-westbrook",NA,"G","OKC",NA,2019,"oklahoma-city-thunder",6.25,6,3,200,1988-11-12,2008,1,4,"SEA","Thunder"
"3554","omri-casspi",NA,"F","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2009,1,23,"SAC","Grizzlies"
"3593","bojan-bogdanovic",NA,"F","IND",NA,2019,"indiana-pacers",6.66666666666667,6,8,216,1989-04-18,2011,2,31,"MIA","Pacers"
"3892818","emmanuel-mudiay",NA,"G","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,2015,1,7,"DEN","Knicks"
"3892894","zhou-qi",NA,"C","HOU",NA,2019,"houston-rockets",NA,NA,NA,NA,NA,2016,2,43,"HOU","Rockets"
"3893016","cedi-osman",NA,"F","CLE",NA,2019,"cleveland-cavaliers",6.58333333333333,6,7,230,1995-04-08,2015,2,31,"MIN","Cavaliers"
"3893019","timothe-luwawu-cabarrot",NA,"G","CHI",NA,2019,"chicago-bulls",6.58333333333333,6,7,210,1995-05-09,2016,1,24,"PHI","Bulls"
"3906522","henry-ellenson",NA,"C","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,2016,1,18,"DET","Knicks"
"3906671","caleb-swanigan",NA,"F","SAC",NA,2019,"sacramento-kings",NA,NA,NA,NA,NA,2017,1,26,"POR","Kings"
"3907385","brandon-sampson",NA,"G","CHI",NA,2019,"chicago-bulls",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulls"
"3907386","antonio-blakeney",NA,"G","CHI",NA,2019,"chicago-bulls",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulls"
"3907387","ben-simmons",NA,"G","PHI",NA,2019,"philadelphia-76ers",6.91666666666667,6,11,240,1996-07-20,2016,1,1,"PHI","76ers"
"3907487","marquese-chriss",NA,"F","CLE",NA,2019,"cleveland-cavaliers",6.75,6,9,249,1997-07-02,2016,1,8,"SAC","Cavaliers"
"3907525","allonzo-trier",NA,"G","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knicks"
"3907821","dwayne-bacon",NA,"F","CHA",NA,2019,"charlotte-hornets",6.5,6,6,221,1995-08-30,2017,2,40,"NO","Hornets"
"3907822","malik-beasley",NA,"G","DEN",NA,2019,"denver-nuggets",6.33333333333333,6,4,187,1996-11-26,2016,1,19,"DEN","Nuggets"
"3908806","ray-spalding",NA,"F","PHX",NA,2019,"phoenix-suns",NA,NA,NA,NA,NA,2018,2,56,"PHI","Suns"
"3908807","deng-adel",NA,"F","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cavaliers"
"3908809","donovan-mitchell",NA,"G","UTAH",NA,2019,"utah-jazz",6,6,0,215,1996-09-07,2017,1,13,"DEN","Jazz"
"3908845","john-collins",NA,"F","ATL",NA,2019,"atlanta-hawks",6.75,6,9,235,1997-09-23,2017,1,19,"ATL","Hawks"
"3912332","justin-patton",NA,"C","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,2017,1,16,"CHI","76ers"
"3912334","khyri-thomas",NA,"G","DET",NA,2019,"detroit-pistons",NA,NA,NA,NA,NA,2018,2,38,"PHI","Pistons"
"3912854","jawun-evans",NA,"G","PHX",NA,2019,"phoenix-suns",NA,NA,NA,NA,NA,2017,2,39,"PHI","Suns"
"3913174","luke-kennard",NA,"G","DET",NA,2019,"detroit-pistons",6.41666666666667,6,5,206,1996-06-24,2017,1,12,"DET","Pistons"
"3913176","brandon-ingram",NA,"F","LAL",NA,2019,"los-angeles-lakers",6.66666666666667,6,8,190,1997-09-02,2016,1,2,"LAL","Lakers"
"3913546","melvin-frazier-jr",NA,"G","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,2018,2,35,"ORL","Magic"
"3914044","landry-shamet",NA,"G","LAC",NA,2019,"la-clippers",6.33333333333333,6,4,195,1997-03-13,2018,1,26,"PHI","Clippers"
"3914283","chimezie-metu",NA,"F","SA",NA,2019,"san-antonio-spurs",6.75,6,9,225,1997-03-22,2018,2,49,"SA","Spurs"
"3914285","drew-eubanks",NA,"F","SA",NA,2019,"san-antonio-spurs",6.75,6,9,245,1997-02-01,NA,NA,NA,NA,"Spurs"
"3915195","shake-milton",NA,"G","PHI",NA,2019,"philadelphia-76ers",6.41666666666667,6,5,210,1996-09-26,2018,2,54,"DAL","76ers"
"3915560","tyler-dorsey",NA,"G","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2017,2,41,"ATL","Grizzlies"
"3917376","jaylen-brown",NA,"G","BOS",NA,2019,"boston-celtics",6.5,6,6,223,1996-10-24,2016,1,3,"BOS","Celtics"
"3917378","ivan-rabb",NA,"F","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2017,2,35,"ORL","Grizzlies"
"3919335","cheick-diallo",NA,"F","NO",NA,2019,"new-orleans-pelicans",NA,NA,NA,NA,NA,2016,2,33,"LAC","Pelicans"
"3922230","aaron-holiday",NA,"G","IND",NA,2019,"indiana-pacers",6,6,0,185,1996-09-30,2018,1,23,"IND","Pacers"
"3923250","pj-dozier",NA,"G","BOS",NA,2019,"boston-celtics",6.5,6,6,205,1996-10-25,NA,NA,NA,NA,"Celtics"
"3929325","furkan-korkmaz",NA,"G","PHI",NA,2019,"philadelphia-76ers",6.58333333333333,6,7,210,1997-07-24,2016,1,26,"PHI","76ers"
"3934621","jacob-evans",NA,"G","GS",NA,2019,"golden-state-warriors",NA,NA,NA,NA,NA,2018,1,28,"GS","Warriors"
"3934662","tyler-lydon",NA,"F","DEN",NA,2019,"denver-nuggets",NA,NA,NA,NA,NA,2017,1,24,"UTAH","Nuggets"
"3934663","malachi-richardson",NA,"G","TOR",NA,2019,"toronto-raptors",NA,NA,NA,NA,NA,2016,1,22,"CHA","Raptors"
"3934670","marcus-derrickson",NA,"F","GS",NA,2019,"golden-state-warriors",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warriors"
"3934672","jalen-brunson",NA,"G","DAL",NA,2019,"dallas-mavericks",6.08333333333333,6,1,190,1996-08-31,2018,2,33,"DAL","Mavericks"
"3934673","donte-divincenzo",NA,"G","MIL",NA,2019,"milwaukee-bucks",6.33333333333333,6,4,207,1997-01-31,2018,1,17,"MIL","Bucks"
"3934719","og-anunoby",NA,"F","TOR",NA,2019,"toronto-raptors",6.58333333333333,6,7,232,1997-07-17,2017,1,23,"TOR","Raptors"
"3934723","thomas-bryant",NA,"C","WSH",NA,2019,"washington-wizards",6.83333333333333,6,10,248,1997-07-31,2017,2,42,"UTAH","Wizards"
"3936099","derrick-jones-jr",NA,"F","MIA",NA,2019,"miami-heat",6.41666666666667,6,5,210,1997-02-15,NA,NA,NA,NA,"Heat"
"3936294","isaiah-briscoe",NA,"G","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magic"
"3936296","skal-labissiere",NA,"F","POR",NA,2019,"portland-trail-blazers",NA,NA,NA,NA,NA,2016,1,28,"PHX","Trail Blazers"
"3936299","jamal-murray",NA,"G","DEN",NA,2019,"denver-nuggets",6.25,6,3,215,1997-02-23,2016,1,7,"DEN","Nuggets"
"3943606","jerome-robinson",NA,"G","LAC",NA,2019,"la-clippers",6.33333333333333,6,4,190,1997-02-22,2018,1,13,"LAC","Clippers"
"3945274","luka-doncic",NA,"G","DAL",NA,2019,"dallas-mavericks",6.58333333333333,6,7,230,1999-02-28,2018,1,3,"ATL","Mavericks"
"3947078","tyler-davis",NA,"C","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunder"
"3948153","chris-boucher",NA,"F","TOR",NA,2019,"toronto-raptors",6.75,6,9,200,1993-01-11,NA,NA,NA,NA,"Raptors"
"3952343","jaylen-morris",NA,"G","MIL",NA,2019,"milwaukee-bucks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bucks"
"3964","patrick-beverley",NA,"G","LAC",NA,2019,"la-clippers",6.08333333333333,6,1,180,1988-07-12,2009,2,42,"LAL","Clippers"
"3970","demarre-carroll",NA,"F","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,2009,1,27,"MEM","Nets"
"3973","darren-collison",NA,"G","IND",NA,2019,"indiana-pacers",NA,NA,NA,NA,NA,2009,1,21,"NO","Pacers"
"3974","dante-cunningham",NA,"F","SA",NA,2019,"san-antonio-spurs",NA,NA,NA,NA,NA,2009,2,33,"POR","Spurs"
"3975","stephen-curry",NA,"G","GS",NA,2019,"golden-state-warriors",6.25,6,3,193,1988-03-14,2009,1,7,"GS","Warriors"
"3978","demar-derozan",NA,"F","SA",NA,2019,"san-antonio-spurs",6.5,6,6,220,1989-08-07,2009,1,9,"TOR","Spurs"
"3981","wayne-ellington",NA,"G","DET",NA,2019,"detroit-pistons",6.33333333333333,6,4,207,1987-11-29,2009,1,28,"MIN","Pistons"
"3983","tyreke-evans",NA,"G","IND",NA,2019,"indiana-pacers",NA,NA,NA,NA,NA,2009,1,4,"SAC","Pacers"
"3986","taj-gibson",NA,"C","MIN",NA,2019,"minnesota-timberwolves",6.75,6,9,232,1985-06-24,2009,1,26,"CHI","Timberwolves"
"3988","danny-green",NA,"F","TOR",NA,2019,"toronto-raptors",6.5,6,6,210,1987-06-22,2009,2,46,"CLE","Raptors"
"3989","blake-griffin",NA,"F","DET",NA,2019,"detroit-pistons",6.75,6,9,250,1989-03-16,2009,1,1,"LAC","Pistons"
"3992","james-harden",NA,"G","HOU",NA,2019,"houston-rockets",6.41666666666667,6,5,220,1989-08-26,2009,1,3,"OKC","Rockets"
"3995","jrue-holiday",NA,"G","NO",NA,2019,"new-orleans-pelicans",6.25,6,3,229,1990-06-12,2009,1,17,"PHI","Pelicans"
"3998","jonas-jerebko",NA,"F","GS",NA,2019,"golden-state-warriors",NA,NA,NA,NA,NA,2009,2,39,"DET","Warriors"
"3999","james-johnson",NA,"F","MIA",NA,2019,"miami-heat",6.58333333333333,6,7,240,1987-02-20,2009,1,16,"CHI","Heat"
"4003","jodie-meeks",NA,"G","TOR",NA,2019,"toronto-raptors",NA,NA,NA,NA,NA,2009,2,41,"MIL","Raptors"
"4004","patty-mills",NA,"G","SA",NA,2019,"san-antonio-spurs",6.08333333333333,6,1,180,1988-08-11,2009,2,55,"POR","Spurs"
